Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band,Number of Countries Spoken,GDP Average (Current US $)
Kheng,Bhutan,BTN,Vulnerable,40000.0,27.0786,91.0272,5.217037037037037,,,,1,764410232.666049
Bumthang,Bhutan,BTN,Vulnerable,30000.0,27.492,90.7159,5.217037037037037,,,,1,764410232.666049
Lepcha,"Bhutan, India, Nepal",BTN,Definitely endangered,30000.0,27.1153,88.4687,5.217037037037037,,,,3,764410232.666049
Cho-ca-nga-ca-kha,Bhutan,BTN,Definitely endangered,20000.0,27.4107,91.2277,5.217037037037037,,,,1,764410232.666049
Dzala,Bhutan,BTN,Vulnerable,15000.0,27.7078,91.3623,5.217037037037037,,,,1,764410232.666049
Kurtöp,Bhutan,BTN,Vulnerable,10000.0,27.7127,90.9667,5.217037037037037,,,,1,764410232.666049
Nyenkha,Bhutan,BTN,Vulnerable,10000.0,27.4595,90.4119,5.217037037037037,,,,1,764410232.666049
Lakha,Bhutan,BTN,Definitely endangered,8000.0,27.5898,90.3735,5.217037037037037,,,,1,764410232.666049
Brokpa,Bhutan,BTN,Definitely endangered,5000.0,27.3766,91.9981,5.217037037037037,,,,1,764410232.666049
Lhokpu,Bhutan,BTN,Definitely endangered,2500.0,26.9514,89.2968,5.217037037037037,,,,1,764410232.666049
Chali,Bhutan,BTN,Definitely endangered,1000.0,27.301,91.2991,5.217037037037037,,,,1,764410232.666049
Dakpa,"Bhutan, India",BTN,Definitely endangered,1000.0,27.3937,91.8965,5.217037037037037,,,,2,764410232.666049
Gongduk,Bhutan,BTN,Vulnerable,1000.0,27.086,91.2002,5.217037037037037,,,,1,764410232.666049
Black Mountain,Bhutan,BTN,Definitely endangered,500.0,27.1955,90.43,5.217037037037037,,,,1,764410232.666049
Brokkat,Bhutan,BTN,Definitely endangered,300.0,27.5618,90.6152,5.217037037037037,,,,1,764410232.666049
Nupbikha,Bhutan,BTN,Vulnerable,0.0,27.3937,90.5003,5.217037037037037,,,,1,764410232.666049
Gagauz (Bessarabia),"Republic of Moldova, Ukraine",MDA,Definitely endangered,180000.0,46.0922,28.7951,2.237925925925926,,,,2,4220302911.965868
Ngäbere (Panama),Panama,PAN,Vulnerable,169130.0,9.3395,-82.2428,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Kuna (Panama),Panama,PAN,Vulnerable,61703.0,9.5983,-79.6334,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Embera (Panama),Panama,PAN,Vulnerable,22485.0,8.1179,-77.7429,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Waunana (Panama),Panama,PAN,Severely endangered,6882.0,8.2984,-78.1018,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Teribe (Panama),Panama,PAN,Definitely endangered,3305.0,9.4472,-82.5166,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Bribri (Panama),Panama,PAN,Severely endangered,2521.0,9.4813,-82.6174,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Buglé,Panama,PAN,Definitely endangered,993.0,8.5858,-82.3856,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Dorasque,Panama,PAN,Extinct,0.0,,,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Panamanian Creole,Panama,PAN,Definitely endangered,,9.3878,-82.2696,3.7671666666666654,57.0,49.98,Low Proficiency,1,12655676590.302372
Latgalian,"Latvia, Russian Federation",LVA,Vulnerable,150000.0,56.1822,27.1362,1.7012962962962959,,,,2,19238463200.316784
Krevin,Latvia,LVA,Extinct,0.0,56.35,24.2907,1.7012962962962959,,,,1,19238463200.316784
Livonian,Latvia,LVA,Critically endangered,,57.6101,22.2802,1.7012962962962959,,,,1,19238463200.316784
Tamzabit,Algeria,DZA,Vulnerable,150000.0,32.4816,3.6694,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tamahaq (Algeria),Algeria,DZA,Vulnerable,120000.0,22.8369,5.5371,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Taznatit,Algeria,DZA,Severely endangered,80000.0,29.3413,0.3955,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Zenatiya,Algeria,DZA,Critically endangered,50000.0,35.5702,1.8099,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tidikelt,Algeria,DZA,Critically endangered,30000.0,26.8828,2.5488,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tacenwit,Algeria,DZA,Vulnerable,20000.0,36.5703,2.2892,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tagargrent,Algeria,DZA,Severely endangered,15000.0,30.9587,4.0209,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tayurayt,Algeria,DZA,Vulnerable,15000.0,36.5648,1.9061,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Korandje,Algeria,DZA,Severely endangered,5000.0,29.4049,-3.2605,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tamazight (Arzew),Algeria,DZA,Critically endangered,2000.0,35.5869,-0.4737,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Tasnusit,Algeria,DZA,Severely endangered,,34.623000000000005,-1.5614,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Touggourt Tamazight,Algeria,DZA,Severely endangered,,33.0777,6.0671,5.256777777777779,82.0,44.5,Very Low Proficiency,1,63324092242.6397
Mapuche (Argentina),Argentina,ARG,Severely endangered,100000.0,-40.0791,-71.0156,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Quechua of Santiago del Estero,Argentina,ARG,Definitely endangered,80000.0,-26.7848,-63.6767,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Guaraní Boliviano,"Argentina, Bolivia (Plurinational State of)",ARG,Vulnerable,40000.0,-20.1694,-63.8525,2.8617407407407414,28.0,57.58,High Proficiency,2,193514795839.6576
Toba,Argentina,ARG,Definitely endangered,30000.0,-25.958,-59.0625,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay",ARG,Severely endangered,3000.0,-29.6116,-57.4804,2.8617407407407414,28.0,57.58,High Proficiency,2,193514795839.6576
Pilagá,Argentina,ARG,Vulnerable,3000.0,-25.4035,-58.6669,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Ava-Guaraní,Argentina,ARG,Definitely endangered,2000.0,-23.1403,-64.3359,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Mocoví,Argentina,ARG,Definitely endangered,2000.0,-27.6056,-59.7656,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",ARG,Definitely endangered,1200.0,-23.1201,-62.7539,2.8617407407407414,28.0,57.58,High Proficiency,3,193514795839.6576
Chorote Iyojwa'ja,"Argentina, Paraguay",ARG,Severely endangered,800.0,-24.287,-60.3808,2.8617407407407414,28.0,57.58,High Proficiency,2,193514795839.6576
Tehuelche,Argentina,ARG,Critically endangered,4.0,-51.5087,-70.3125,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Chaná,Argentina,ARG,Critically endangered,1.0,-31.8402,-60.5786,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Atacameño,"Argentina, Bolivia (Plurinational State of), Chile",ARG,Extinct,0.0,-22.7559,-68.247,2.8617407407407414,28.0,57.58,High Proficiency,3,193514795839.6576
Gününa Küne,Argentina,ARG,Extinct,0.0,-43.4848,-68.1591,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Ona,Argentina,ARG,Extinct,0.0,-54.6229,-67.4121,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Vilela,Argentina,ARG,Extinct,0.0,-26.9808,-59.6777,2.8617407407407414,28.0,57.58,High Proficiency,1,193514795839.6576
Tapieté,"Argentina, Bolivia (Plurinational State of), Paraguay",ARG,Severely endangered,,-21.7799,-62.644,2.8617407407407414,28.0,57.58,High Proficiency,3,193514795839.6576
Wichi,"Argentina, Bolivia (Plurinational State of)",ARG,Vulnerable,,-22.0041,-63.413,2.8617407407407414,28.0,57.58,High Proficiency,2,193514795839.6576
Mehri,"Oman, Yemen",OMN,Definitely endangered,100000.0,16.5993,52.8057,6.096796296296297,80.0,45.56,Very Low Proficiency,2,21326853322.37963
Jibbali,Oman,OMN,Severely endangered,5000.0,18.0623,52.4267,6.096796296296297,80.0,45.56,Very Low Proficiency,1,21326853322.37963
Khojki,Oman,OMN,Severely endangered,5000.0,23.6193,58.5653,6.096796296296297,80.0,45.56,Very Low Proficiency,1,21326853322.37963
Harsusi,Oman,OMN,Definitely endangered,3000.0,19.9372,56.2637,6.096796296296297,80.0,45.56,Very Low Proficiency,1,21326853322.37963
Kumzari,Oman,OMN,Severely endangered,1700.0,26.1936,56.2431,6.096796296296297,80.0,45.56,Very Low Proficiency,1,21326853322.37963
Hobyot,"Oman, Yemen",OMN,Severely endangered,400.0,16.6388,53.0612,6.096796296296297,80.0,45.56,Very Low Proficiency,2,21326853322.37963
Bathari,Oman,OMN,Critically endangered,300.0,17.8846,55.5853,6.096796296296297,80.0,45.56,Very Low Proficiency,1,21326853322.37963
Zidgali,Oman,OMN,Critically endangered,,23.4027,58.0957,6.096796296296297,80.0,45.56,Very Low Proficiency,1,21326853322.37963
Miskito (Nicaragua),Nicaragua,NIC,Vulnerable,100000.0,12.4001,-83.7332,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Panamahka,Nicaragua,NIC,Vulnerable,9000.0,14.2856,-84.5947,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Ulwa,Nicaragua,NIC,Severely endangered,500.0,12.8894,-83.5779,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Tuahka,Nicaragua,NIC,Severely endangered,300.0,13.838,-84.4409,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Rama,Nicaragua,NIC,Critically endangered,30.0,11.8847,-83.7995,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Cacaopera,Nicaragua,NIC,Extinct,0.0,13.4109,-87.8741,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Garífuna (Nicaragua),Nicaragua,NIC,Critically endangered,0.0,12.5666,-83.7166,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Matagalpa,Nicaragua,NIC,Extinct,0.0,12.9517,-85.4381,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Subtiaba,Nicaragua,NIC,Extinct,0.0,12.5266,-86.667,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Mosquitia Creole,Nicaragua,NIC,Definitely endangered,,12.0114,-83.7638,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Rama Cay Creole,Nicaragua,NIC,Definitely endangered,,11.8834,-83.8,5.042277777777776,73.0,47.26,Very Low Proficiency,1,4016514440.2906885
Suba,"Kenya, United Republic of Tanzania",KEN,Vulnerable,100000.0,-0.9942,34.519,6.4724814814814815,,,,2,15454931634.82526
Burji,Kenya,KEN,Vulnerable,7000.0,2.1857,37.9248,6.4724814814814815,,,,1,15454931634.82526
Boni,Kenya,KEN,Definitely endangered,3000.0,-0.8294,40.8142,6.4724814814814815,,,,1,15454931634.82526
Bong'om,Kenya,KEN,Definitely endangered,1000.0,1.1315,35.0134,6.4724814814814815,,,,1,15454931634.82526
Dahalo,Kenya,KEN,Severely endangered,400.0,-2.2625,40.7537,6.4724814814814815,,,,1,15454931634.82526
Ongamo,Kenya,KEN,Critically endangered,200.0,-2.932,37.4853,6.4724814814814815,,,,1,15454931634.82526
Omotik,Kenya,KEN,Critically endangered,50.0,-1.115,35.9143,6.4724814814814815,,,,1,15454931634.82526
Elmolo,Kenya,KEN,Extinct,0.0,2.7212,36.7326,6.4724814814814815,,,,1,15454931634.82526
Kinare,Kenya,KEN,Extinct,0.0,-0.725,37.2436,6.4724814814814815,,,,1,15454931634.82526
Kore,Kenya,KEN,Extinct,0.0,-2.2845,40.9185,6.4724814814814815,,,,1,15454931634.82526
Lorkoti,Kenya,KEN,Extinct,0.0,-0.4943,37.359,6.4724814814814815,,,,1,15454931634.82526
Yaaku,Kenya,KEN,Extinct,0.0,0.4394,37.1777,6.4724814814814815,,,,1,15454931634.82526
Sogoo,Kenya,KEN,Extinct,,-1.0435,36.6006,6.4724814814814815,,,,1,15454931634.82526
Garífuna (Honduras),Honduras,HND,Vulnerable,98000.0,15.6754,-88.1476,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Miskito (Honduras),Honduras,HND,Vulnerable,25000.0,15.3393,-84.6034,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Pech,Honduras,HND,Severely endangered,900.0,15.0819,-85.5552,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Tawahka,Honduras,HND,Severely endangered,500.0,15.3602,-85.1373,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Tol,Honduras,HND,Critically endangered,300.0,15.293,-87.1416,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Ch'orti' (Honduras),Honduras,HND,Critically endangered,10.0,14.9364,-88.865,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Bay Islands Creole,Honduras,HND,Critically endangered,,16.3297,-86.5299,5.463537037037038,70.0,47.8,Very Low Proficiency,1,6546247644.085823
Shughni,"Tajikistan, Afghanistan",TJK,Vulnerable,95000.0,37.4879,71.5374,5.239537037037036,,,,2,3611452823.1930647
Rushani,"Tajikistan, Afghanistan",TJK,Definitely endangered,30000.0,37.8705,71.5979,5.239537037037036,,,,2,3611452823.1930647
Yaghnobi,Tajikistan,TJK,Definitely endangered,20000.0,38.5632,68.4475,5.239537037037036,,,,1,3611452823.1930647
Yazgulami,Tajikistan,TJK,Severely endangered,6000.0,38.1982,71.4276,5.239537037037036,,,,1,3611452823.1930647
Bartangi,Tajikistan,TJK,Severely endangered,5000.0,38.048,71.8286,5.239537037037036,,,,1,3611452823.1930647
Roshorvi,Tajikistan,TJK,Severely endangered,2500.0,38.1086,72.1719,5.239537037037036,,,,1,3611452823.1930647
Sanglechi,"Tajikistan, Afghanistan",TJK,Severely endangered,2500.0,36.6585,71.4784,5.239537037037036,,,,2,3611452823.1930647
Ishkashimi,Tajikistan,TJK,Severely endangered,1000.0,36.6915,71.7668,5.239537037037036,,,,1,3611452823.1930647
Heiban,Sudan,SDN,Vulnerable,90000.0,10.8575,30.2371,6.100944444444445,,,,1,21799379962.2517
Acheron,Sudan,SDN,Severely endangered,70000.0,10.809,30.2453,6.100944444444445,,,,1,21799379962.2517
Lumun,Sudan,SDN,Definitely endangered,45000.0,10.8387,30.0338,6.100944444444445,,,,1,21799379962.2517
Laro,Sudan,SDN,Definitely endangered,40000.0,10.7685,29.902,6.100944444444445,,,,1,21799379962.2517
Ngile,Sudan,SDN,Severely endangered,38000.0,10.7901,29.8635,6.100944444444445,,,,1,21799379962.2517
Moro,Sudan,SDN,Definitely endangered,30000.0,10.8872,30.1904,6.100944444444445,,,,1,21799379962.2517
Krongo,Sudan,SDN,Definitely endangered,21688.0,10.585,29.8883,6.100944444444445,,,,1,21799379962.2517
Shatt,Sudan,SDN,Severely endangered,15000.0,10.8117,29.7235,6.100944444444445,,,,1,21799379962.2517
Katla,Sudan,SDN,Definitely endangered,14208.0,11.7329,29.3939,6.100944444444445,,,,1,21799379962.2517
Tagoi,Sudan,SDN,Severely endangered,13000.0,10.8252,30.1657,6.100944444444445,,,,1,21799379962.2517
Karko,Sudan,SDN,Definitely endangered,12986.0,11.964,29.4186,6.100944444444445,,,,1,21799379962.2517
Kadaru,Sudan,SDN,Definitely endangered,12360.0,12.1789,30.2398,6.100944444444445,,,,1,21799379962.2517
Bongo,Sudan,SDN,Definitely endangered,10084.0,6.1405,31.7999,6.100944444444445,,,,1,21799379962.2517
Otoro,Sudan,SDN,Severely endangered,10000.0,11.1864,30.6353,6.100944444444445,,,,1,21799379962.2517
Temein,Sudan,SDN,Severely endangered,10000.0,11.8377,29.4625,6.100944444444445,,,,1,21799379962.2517
Tulishi,Sudan,SDN,Severely endangered,8628.0,11.5984,29.0917,6.100944444444445,,,,1,21799379962.2517
Belanda Bor,Sudan,SDN,Definitely endangered,8000.0,6.4954,27.7404,6.100944444444445,,,,1,21799379962.2517
Feroge,Sudan,SDN,Vulnerable,8000.0,8.5049,25.7189,6.100944444444445,,,,1,21799379962.2517
Kanga,Sudan,SDN,Severely endangered,8000.0,10.844,29.4708,6.100944444444445,,,,1,21799379962.2517
Tingal,Sudan,SDN,Definitely endangered,8000.0,12.238,31.1215,6.100944444444445,,,,1,21799379962.2517
Beli,Sudan,SDN,Definitely endangered,6600.0,6.4736,29.2675,6.100944444444445,,,,1,21799379962.2517
Thuri,Sudan,SDN,Vulnerable,6600.0,8.4397,25.4333,6.100944444444445,,,,1,21799379962.2517
Tumtum,Sudan,SDN,Severely endangered,6500.0,10.477,30.4321,6.100944444444445,,,,1,21799379962.2517
Dongotono,Sudan,SDN,Vulnerable,6219.0,4.965,35.321,6.100944444444445,,,,1,21799379962.2517
Keiga,Sudan,SDN,Severely endangered,6072.0,11.3184,29.696,6.100944444444445,,,,1,21799379962.2517
Dilling,Sudan,SDN,Definitely endangered,5295.0,12.0178,29.663,6.100944444444445,,,,1,21799379962.2517
Lafofa,Sudan,SDN,Severely endangered,5140.0,10.3716,30.6243,6.100944444444445,,,,1,21799379962.2517
Afitti,Sudan,SDN,Severely endangered,4512.0,12.4419,30.7534,6.100944444444445,,,,1,21799379962.2517
Ebang,Sudan,SDN,Severely endangered,4412.0,11.313,30.5886,6.100944444444445,,,,1,21799379962.2517
Tennet,Sudan,SDN,Vulnerable,4000.0,4.8611,33.2226,6.100944444444445,,,,1,21799379962.2517
Tocho,Sudan,SDN,Severely endangered,3800.0,10.8764,30.1135,6.100944444444445,,,,1,21799379962.2517
Narim,Sudan,SDN,Definitely endangered,3623.0,4.9048,34.2224,6.100944444444445,,,,1,21799379962.2517
Nding,Sudan,SDN,Critically endangered,3513.0,10.4121,30.6024,6.100944444444445,,,,1,21799379962.2517
Shwai,Sudan,SDN,Critically endangered,3500.0,11.3184,30.4156,6.100944444444445,,,,1,21799379962.2517
Morokodo,Sudan,SDN,Severely endangered,3400.0,6.0313,29.7949,6.100944444444445,,,,1,21799379962.2517
Tima,Sudan,SDN,Severely endangered,3305.0,11.7033,29.1934,6.100944444444445,,,,1,21799379962.2517
Ko,Sudan,SDN,Critically endangered,2683.0,10.6714,30.8386,6.100944444444445,,,,1,21799379962.2517
Logol,Sudan,SDN,Severely endangered,2600.0,10.8521,30.6463,6.100944444444445,,,,1,21799379962.2517
Bai,Sudan,SDN,Definitely endangered,2500.0,8.0592,25.5102,6.100944444444445,,,,1,21799379962.2517
Logorik,Sudan,SDN,Critically endangered,2000.0,11.1433,29.8306,6.100944444444445,,,,1,21799379962.2517
Talodi,Sudan,SDN,Critically endangered,1500.0,10.6902,30.3964,6.100944444444445,,,,1,21799379962.2517
Tese,Sudan,SDN,Critically endangered,1400.0,11.2161,29.8471,6.100944444444445,,,,1,21799379962.2517
Warnang,Sudan,SDN,Severely endangered,1100.0,10.6538,30.6298,6.100944444444445,,,,1,21799379962.2517
Dair,Sudan,SDN,Severely endangered,1000.0,12.517,30.5914,6.100944444444445,,,,1,21799379962.2517
El Hugeirat,Sudan,SDN,Severely endangered,1000.0,12.3131,28.4243,6.100944444444445,,,,1,21799379962.2517
Tirma,Sudan,SDN,Critically endangered,1000.0,6.4899,34.3212,6.100944444444445,,,,1,21799379962.2517
Njalgulgule,Sudan,SDN,Severely endangered,900.0,8.4452,25.3015,6.100944444444445,,,,1,21799379962.2517
Indri,Sudan,SDN,Severely endangered,700.0,8.4397,25.5926,6.100944444444445,,,,1,21799379962.2517
Mo'da,Sudan,SDN,Critically endangered,600.0,6.5008,29.9377,6.100944444444445,,,,1,21799379962.2517
Wali,Sudan,SDN,Critically endangered,487.0,11.9372,29.3005,6.100944444444445,,,,1,21799379962.2517
Buga,Sudan,SDN,Critically endangered,400.0,8.2495,25.7574,6.100944444444445,,,,1,21799379962.2517
Aja,Sudan,SDN,Critically endangered,200.0,8.6136,25.2465,6.100944444444445,,,,1,21799379962.2517
Kelo,Sudan,SDN,Critically endangered,200.0,9.4463,34.0219,6.100944444444445,,,,1,21799379962.2517
Molo,Sudan,SDN,Critically endangered,100.0,10.898,34.2773,6.100944444444445,,,,1,21799379962.2517
Baygo,Sudan,SDN,Extinct,0.0,11.7436,24.6423,6.100944444444445,,,,1,21799379962.2517
Berti,Sudan,SDN,Extinct,0.0,14.6898,25.9524,6.100944444444445,,,,1,21799379962.2517
Birgid,Sudan,SDN,Extinct,0.0,14.8598,25.0103,6.100944444444445,,,,1,21799379962.2517
Eliri,Sudan,SDN,Severely endangered,0.0,4.5706,30.858,6.100944444444445,,,,1,21799379962.2517
Gule,Sudan,SDN,Extinct,0.0,10.0986,34.1235,6.100944444444445,,,,1,21799379962.2517
Homa,Sudan,SDN,Extinct,0.0,5.5011,27.3779,6.100944444444445,,,,1,21799379962.2517
Togoyo,Sudan,SDN,Extinct,0.0,8.5049,24.7961,6.100944444444445,,,,1,21799379962.2517
Yem,Ethiopia,ETH,Vulnerable,81613.0,7.6347,37.3205,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Boro,Ethiopia,ETH,Definitely endangered,19878.0,10.3581,35.0024,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Oyda,Ethiopia,ETH,Vulnerable,16597.0,5.9438,36.6503,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Kwama,Ethiopia,ETH,Vulnerable,15000.0,9.5465,34.2059,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Komo,"Ethiopia, Sudan",ETH,Definitely endangered,11500.0,9.0804,34.0905,6.6766296296296295,55.0,50.79,Low Proficiency,2,20340757439.395912
Ts'amay,Ethiopia,ETH,Definitely endangered,8621.0,5.4382,37.2463,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Argobba,Ethiopia,ETH,Critically endangered,8000.0,10.5958,39.9792,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Chara,Ethiopia,ETH,Vulnerable,6932.0,6.479,36.3647,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
Bussa,Ethiopia,ETH,Vulnerable,6624.0,5.7225,37.1406,6.6766296296296295,55.0,50.79,Low Proficiency,1,20340757439.395912
