Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,GDP Average (Current US $)
HPC,17396670260.204,17855026796.0693,19441718298.5638,23503031963.2136,20924462623.1643,24462449674.4254,26655442985.3706,26073495396.4503,27597882790.8708,30753646856.8117,32178627544.6391,34693925813.8402,37588036165.4582,45379535692.0021,55816778777.4885,63298841028.8013,67477906808.6321,79626893136.34401,91780187863.5603,102834249943.69699,108281024562.225,108036643031.586,107925202836.28699,102038995124.04199,102236629572.136,107413151743.46,123540830985.426,135547776522.854,135515517492.55801,130963800289.991,134425806111.027,138751687623.048,126736840344.335,130841513990.968,115661411150.81,131739925207.404,137416627534.259,143874658297.839,148232002135.635,147986575626.702,159165104121.53,151475675371.368,163070464410.84802,186032532742.118,214224435893.932,246605380088.303,295485428365.87396,352776757577.873,425916583723.067,428441015540.799,473380190094.03,528923376245.05,568543471450.963,635091382870.184,671126190446.291,665409603321.643,672719512886.166,742642395300.865,189 Billion
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561849.4125,23678012697.4813,23822087054.1796,25432144399.6238,23386945602.7976,21774273831.5586,23289671100.5932,26868450814.9263,34667270715.9072,41523418157.6131,45347181466.3022,50375095636.2372,60093896109.0123,70474602563.8396,62754161039.069,59844207748.9473,62404149309.6847,56548374546.3441,58147688052.2904,57671307486.8132,49490142433.1046,51640880494.2725,55213087270.6341,44 Billion
HTI,273187200.0,271066000.0,281896800.0,294883400.0,325281200.0,353251800.0,368948600.0,369124200.0,367968800.0,391820400.0,331200000.0,362800000.0,372000000.0,466800000.0,565400000.0,681400000.0,879000000.0,947000000.0,974200000.0,1080600000.0,1383800000.0,1479400000.0,1474200000.0,1623600000.0,1816200000.0,2009400000.0,2318000000.0,2047200000.0,2613926800.0,2736243800.0,3096289800.0,3473540601.82161,2257121668.19352,1878248741.0494897,2167564194.7342,2813313278.81082,2907514522.92503,3338938830.0174303,3723909226.8678102,4153736347.4422297,3953846310.66081,3596443004.56165,3472191962.42287,2960306120.93557,3537720277.49988,4310358095.62898,4756204069.61876,5885325589.97642,6548530572.35291,6584649419.28348,6622541528.56888,7516834160.25277,7890216507.68913,8452509315.87722,8776350789.5993,8724656126.498491,7970649131.234159,8408150517.976841,3 Billion
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34748508332.1068,38724945367.8583,40119073326.3573,43160392123.6053,46418916500.3536,46659796772.5473,47290180588.5993,48770466838.6491,49170434390.9949,47310623887.2319,53821315066.1024,67716887203.4136,85324771841.4118,104066609517.92801,113035361316.74901,115295199391.606,139850794387.281,157998423131.739,130593960612.172,130922638689.071,140782064609.18698,127856647107.82,135215704418.96301,140118140454.711,122879042001.915,125816640420.569,139135029758.29,92 Billion
IBD,294677614656.846,281224974596.223,292836808539.427,312656333510.272,354565784535.34296,387919570746.97296,399965466994.14703,411387575021.04,434693817296.563,485690018853.395,528192356399.637,576980717714.1229,649436555646.984,835441871811.5459,1053991013548.78,1138157505654.27,1240227545499.04,1405581338059.76,1515622794306.91,1816355217958.37,2143830565419.17,2325333939459.87,2307350441408.28,2270486323069.36,2334073332496.17,2463627123583.88,2567668265892.6,2628699774946.02,2846535607573.17,3044377402328.23,3451318895322.81,3719109596704.63,3709911738918.96,3976678539147.51,4346979676725.86,4880822224085.46,5338632816446.05,5653770945305.04,5498607005303.98,5337360947998.3,5800338930601.29,5885735874495.81,5978438469785.61,6732030754162.18,8009386329294.07,9576194582910.89,11350515176329.3,14119059245379.6,16955042425730.5,16450197453298.4,19985795436049.1,23638905235352.0,25133870749534.5,26571030133552.5,27450311568150.4,25914342622835.2,26042173656557.1,28665370349218.4,7 Trillion
IBT,331624439877.167,320979333547.41,335960315180.028,361328062390.536,401837568115.831,441597978746.40704,458293946339.427,470266010744.694,496723057954.26,555671090466.699,609500157963.1329,658446754009.321,734082068198.152,932196976287.234,1185445571717.34,1296009516355.92,1404568848971.63,1584660389163.79,1719190736335.34,2052754080357.55,2422554762478.86,2739661757372.91,2697439589537.32,2594440903072.51,2630137035393.27,2768484448600.35,2867896551463.94,2943678558014.4,3168088176318.71,3358124625823.04,3788506243939.15,4062329761381.45,4040333819758.65,4292394599583.75,4653994754496.64,5232984203981.04,5725236919868.98,6055196537076.29,5902194765122.0,5750182335731.01,6251559693296.07,6333025044284.43,6460048596206.83,7273714047288.28,8645955842999.74,10320210050931.4,12262628129942.4,15188629703282.5,18239977345704.3,17709767716083.1,21438046280698.5,25299507731755.8,26924841020276.0,28535903049936.0,29567244890707.3,27992065449229.7,28065251287997.0,30791189249167.0,7 Trillion
IDA,37890934896.9871,39999645009.473,43126846138.5964,48531172392.2583,47546689099.5249,53857478459.0332,58394309401.4239,58991458663.7255,62154381524.2583,70104914885.7837,81321540391.9949,81660750370.5223,85041585706.68,97569056424.0188,132245874843.779,158383742810.24,165078042276.87802,180056703931.832,204400522126.52103,237556706956.751,280097209624.643,413270355890.404,389830437902.739,325969693490.73804,299535796958.274,308850455596.074,305036126779.266,319568420844.218,326577315608.65,319657183001.81604,340982882945.747,346571189266.585,333326135648.342,317472931824.455,307302614411.867,352805961417.09,387373238228.437,401872796337.137,404627852150.923,414798426972.06396,453488227878.829,449383345103.385,484266137482.641,544666896007.27795,640029631735.683,747885037384.4341,917172988667.2991,1074846740174.03,1291299113586.87,1266430930074.32,1456434804463.07,1662202072054.11,1793840402131.3,1971205421224.8,2127198381354.22,2089451144888.92,2033195096250.88,2134213213197.64,551 Billion
IDB,12163591849.5543,12999382667.4263,13894209507.063,14695877356.1122,16065652653.5191,17484479441.8615,18979713046.4762,19098512845.4658,20302453550.799,23167561859.8587,31887827783.6822,29481798667.9353,32948886231.5044,35024211065.0019,50863129687.6106,58498903315.2652,71132838870.9086,74559322893.5316,80770135790.761,99382201343.6089,127835382284.548,248235322837.492,227078729663.53,172926828637.805,147913851376.549,147723299029.411,132936769976.58199,136801267957.37,141817191531.74698,136966701084.604,148024471547.354,150023234611.89902,148126105489.755,131514243286.783,135202230392.16699,156253783511.09802,172773160291.764,177130617027.585,174288448785.668,181458011210.624,198869613283.214,199669712623.594,220798916771.05103,247737127318.66898,303336469004.372,364257339632.166,470783831920.183,544050760171.432,648033572712.1321,605773348293.585,706536095373.902,816005513717.9109,898602657147.683,977361746527.1271,1058845282391.08,1003001432752.72,929069294453.912,924274680350.726,259 Billion
IDN,,,,,,,,5667756644.83141,7076465295.33327,8337423312.883441,9150684931.50685,9333536359.79888,10997590361.4458,16273253012.0482,25802409638.5542,30463855421.6867,37269156626.506004,45808915662.6506,51455719099.9207,51400186379.3028,72482337370.3464,85518233450.7774,90158449307.2327,81052283404.6102,84853699994.0467,85289491750.3217,79954072569.8502,75929617576.8794,84300174477.2008,94451427898.3379,106140727357.032,116621996217.13301,128026966579.964,158006700301.53302,176892143931.505,202132028723.115,227369679374.97302,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.01697,364570514304.851,432216737774.861,510228634992.255,539580085612.401,755094160363.073,892969107923.097,917869910105.7479,912524136718.019,890814755233.225,860854235065.0791,932256495234.2471,1015539017536.5,256 Billion
IDX,26583810459.6173,27872415342.6968,30197427823.3851,35110096353.2236,32394233288.7112,37551037576.0177,40687364919.6158,41193752143.9297,43188695073.5771,48394778095.7317,50178303907.3325,53398236918.7295,52948557559.5593,64038678946.4018,82782720584.3538,102034403749.971,94202867416.8261,106369244137.271,125389922173.946,139123312598.531,151275482272.43,154129956961.107,153409354896.199,147473519016.009,147958020129.001,157902798995.042,170412579305.564,181244950132.434,183010150017.006,181088858562.25,191134161853.149,194733505610.54,183098413654.94397,184815974628.222,170413340562.362,194539471302.208,212286438950.02,222522797273.939,228452585320.469,231167084155.51,252200872865.304,247223766228.382,260582280064.888,293696670276.802,332656714987.07697,378720745779.479,439904180749.39,523344971976.32794,634908086321.959,655632558883.845,743067809596.6691,838868078411.7191,885672688064.5509,984262617607.663,1057664699569.24,1079076488884.1,1100909371089.22,1211018778844.12,290 Billion
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.643268,1023086918.6276801,1180919719.40764,1382548249.78303,1567465656.8505,1563667799.61578,1659249982.10835,1947408064.8273199,2328854755.67558,2822228368.59817,3032409189.11876,3422651333.94664,4466100440.17607,5928601102.941179,5487083657.89064,5920177688.50433,6566098381.6696,6433357030.0158,6754330154.76004,7428280401.5139,6792417112.29947,6592627599.24386,,4 Billion
IND,36535925031.34,38709096075.6305,41599070242.3094,47776000900.0302,55726873083.5543,58760424669.8482,45253641303.1897,49466168890.9507,52377324284.1951,57668330026.3629,61589800519.5084,66452561865.8332,70509913049.4003,84374541630.2062,98198276856.6209,97159222024.1364,101346972433.934,119866746574.408,135468782808.69,150950826964.424,183839864649.15,190909548789.76898,198037712681.605,215350771428.33102,209328156800.867,229410293759.071,245664654062.87302,275311425331.64,292632656262.687,292093308319.64197,316697337894.513,266502281092.721,284363884079.92,275570363432.31,322909902308.13104,355475984176.175,387656017799.599,410320300471.22705,415730874172.06,452699998386.955,462146799336.77,478965491061.694,508068952065.959,599592902016.212,699688852930.441,808901077222.092,920316529729.61,1201111768409.39,1186952757635.85,1323940295874.9,1656617073124.21,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2102390808996.69,2274229710530.47,2600818243559.65,546 Billion
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IRL,1939329775.4373899,2088012282.35667,2260349684.08625,2430843768.44553,2766608945.87402,2945704142.99765,3104034393.23162,3343636773.36759,3278584478.33023,3787077343.7278295,4401259686.25969,5104355500.19164,6325627655.389461,7490132548.716959,7906317252.80795,9495166027.87457,9465078403.62298,11261811100.4259,14665538508.0036,18341273855.577,21773901764.0395,20694944733.1728,21500472054.5495,20790917686.2093,20130728786.068,21295486382.9433,28748960470.5384,33961142322.0974,37818134253.1494,39285385087.6214,49364681255.6988,49847128533.4009,55985506498.7271,52480253168.9731,57166037102.4735,69222626262.6263,75880632560.4839,82826146131.8052,90082034316.4742,98691849563.1792,99853528653.0311,109133512304.25099,127945379258.423,164285112866.817,193870350136.578,211650764830.245,232085535064.60898,269917519846.70102,275020023436.356,236311336482.35602,221951354761.53198,239018536581.675,225571853194.34802,239389340720.488,258099014042.117,290617008367.572,304819018067.107,333730764773.18,88 Billion
IRN,4199134390.1260204,4426949094.752379,4693566416.43859,4928628018.38989,5379845647.318279,6197319929.69081,6789938673.211061,7555383689.957941,8623172959.97742,9743089606.11154,10976245154.4469,13731801564.685,17153463263.6627,27081698249.1603,46209092072.5922,51776222349.6891,68055295080.1743,80600122701.4648,77994316621.6283,90391877324.9864,94362275579.8343,100499312748.724,125948756439.66801,156365156618.806,162276728618.74402,180183629598.693,209094561833.817,134009995922.57199,123057861333.923,120496362916.245,124813263926.246,,,63743623232.012,71841461172.545,96419225743.6248,120403931885.441,113919163421.119,110276913362.539,113848450088.351,109591707802.233,126878750295.96199,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.14398,349881601458.56,406070949553.875,414059094949.063,487069570463.76794,583500357530.414,598853401276.1011,467414852231.299,434474616831.914,385874474398.59,418976679728.567,454012768723.589,160 Billion
IRQ,1684121534.58415,1831700364.0436897,1954634836.1803398,1978437692.5231,2340521142.5371,,,,2896947633.71605,3008120974.5169396,3281713805.65668,3865346534.6534705,4113848002.4031205,5134367778.1446,11516762614.2906,13458516762.6143,17754825601.0836,19838130714.5276,23762275651.8794,37816457839.4853,53405689129.6986,38424991534.0332,42595309882.7471,40595046638.7906,46802508845.2879,48284979092.9559,47127693792.2161,56609842393.0524,62503055644.9019,65641363782.5668,179885815374.719,,,,,,,,,,,,,,36627901762.062996,49954890353.2609,65140293687.5395,88840050497.0957,131613661510.475,111660855042.735,138516722649.573,185749664444.44397,218000986222.63898,234648370497.427,234648370497.427,177498577312.923,170559560067.682,192060810810.811,68 Billion
ISL,248434096.96872598,253885656.329253,284916516.159537,340061650.119898,434267936.914583,523694949.370689,628893310.399926,621225962.154708,474399471.622359,414709311.35296,518902045.454545,660321818.181818,827213233.627917,1137337734.3836699,1492743371.6858401,1386032921.27521,1644755722.67662,2175791270.67934,2474614621.3714,2811162819.0584197,3331325037.51876,3441249882.33991,3159121960.8954396,2724974072.97084,2822006039.05508,2939845038.39047,3930518365.5198298,5438537482.03076,6016168896.17334,5588533007.37354,6372905073.10779,6807365897.522389,6976080330.65779,6126456175.15147,6294803496.77744,7018100153.49728,7330965239.09774,7548912105.471741,8453704212.192229,8917286036.001791,8927140438.333158,8136345143.83431,9207689916.290009,11316441660.0399,13722824251.3004,16691490113.795,17048647567.6831,21319946739.5207,17658408759.0494,12944114736.1985,13310567802.9356,14732689534.5966,14292008745.4017,15548321544.3776,17304033020.5364,16942247373.9704,20304098101.4115,23909289978.5861,7 Billion
ISR,2598500000.0,3138500000.0,2510000000.0,2992333333.33333,3405333333.33333,3663333333.3333297,3980000000.0,4030000000.0,4619000000.0,5329333333.33333,7045666666.66667,6709000000.0,8771500000.0,11321750000.0,16334250000.0,15353833333.3333,15176875000.0,17365700000.0,16836235294.1176,21505200000.0,24154568627.451,25568701754.386,27826057613.1687,31079439501.7794,29148462482.9468,27493591483.5864,34083532195.1875,40946424369.7479,50078767902.9333,49881433990.8161,58986997916.8733,67530220218.5073,75575902931.967,75954641355.4291,86307135996.8118,100343219506.525,109957321960.084,114724862033.97699,115979230546.565,117189920211.61,132339311284.42801,130706147870.747,121069378150.196,126864966908.93901,135445033199.465,142462925574.34802,153966916311.325,178706717752.732,215840354626.53302,207419370241.335,233609522091.46802,261628548084.179,257296579579.346,292489185194.417,308416982140.362,299093839689.55,317747542489.389,350850537827.281,91 Billion
ITA,40385288344.1911,44842760293.1924,50383891898.9911,57710743059.8341,63175417019.0094,67978153850.5191,73654870011.2757,81133120065.4202,87942231678.3505,97085082807.3751,113021271995.04301,124261125468.165,144780887782.205,174913182331.451,198906210777.017,226944777283.51102,223976030937.427,256746610489.357,314019078256.902,392378584945.234,475682506443.59,429282143246.466,425863251968.50397,441580962901.581,436443280912.497,450725816042.998,638273986102.0911,803055418882.5809,888667913418.625,925598068021.4509,1177326294440.85,1242109397533.95,1315806985860.17,1061445225790.57,1095590833693.56,1170787352906.22,1308929351236.04,1239050932241.93,1266309245009.48,1248563179203.07,1141759996314.72,1162317852348.99,1266510634293.24,1569649661399.55,1798314750434.57,1852661982340.5,1942633797516.0,2203053380782.92,2390729163615.06,2185160183384.27,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832868490534.11,1859383610248.72,1934797937411.33,944 Billion
JAM,699050678.98642,748028839.423211,777712445.7510849,826690466.190676,897931401.3719721,972140557.188856,1096738065.2387,1148025407.34604,1083883355.33421,1191287651.50606,1404776071.04284,1539865513.92891,1875048859.93485,1905917553.19149,2375096249.03751,2860411285.88714,2966010229.8977,3249697393.02607,2644449232.29321,2425033998.18676,2679409453.23903,2979061412.3722897,3293533288.42483,3619294120.6914396,2373566957.49214,2100223149.7139602,2754566176.20212,3286987551.71597,3828310734.97795,4404970058.83786,4592224067.37194,4071219198.0360103,3530892749.0213103,5405097570.688971,5419134875.33794,6538840169.73126,7368000000.0,8375077442.973809,8763219645.29332,8851581632.653059,8985352831.94058,9178016493.05556,9694169756.90153,9399447609.1835,10150978154.5484,11204416000.0,11901911987.8604,12827809965.2375,13680482786.9977,12067478477.5714,13200286270.4683,14413359665.4275,14798716216.2162,14193012191.4957,13852192273.1357,14145469269.456999,14072135208.5664,14781107821.7513,6 Billion
