Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band
Southern Chocho,Mexico,MEX,Severely endangered,200.0,17.6608,-97.335,4.282277777777779,57.0,49.76,Low Proficiency
Tipai (Mexico),Mexico,MEX,Severely endangered,184.0,32.0,-116.1166,4.282277777777779,57.0,49.76,Low Proficiency
Eastern Chocho,Mexico,MEX,Severely endangered,181.0,17.7223,-97.3213,4.282277777777779,57.0,49.76,Low Proficiency
"Zapotec of the Southern mountains, northwest lowlands",Mexico,MEX,Definitely endangered,164.0,16.6333,-96.95,4.282277777777779,57.0,49.76,Low Proficiency
Chihuahua Lower Pima,Mexico,MEX,Definitely endangered,159.0,28.686,-106.1378,4.282277777777779,57.0,49.76,Low Proficiency
Sonora Lower Pima,Mexico,MEX,Severely endangered,159.0,28.3716,-108.9265,4.282277777777779,57.0,49.76,Low Proficiency
Kickapoo (Mexico),Mexico,MEX,Critically endangered,144.0,28.0,-101.75,4.282277777777779,57.0,49.76,Low Proficiency
Motocintlec,Mexico,MEX,Critically endangered,141.0,15.3709,-92.2484,4.282277777777779,57.0,49.76,Low Proficiency
O'odham (Mexico),Mexico,MEX,Definitely endangered,94.0,31.5188,-112.7472,4.282277777777779,57.0,49.76,Low Proficiency
Teko,Mexico,MEX,Severely endangered,71.0,15.6582,-92.1427,4.282277777777779,57.0,49.76,Low Proficiency
Western Chocho,Mexico,MEX,Severely endangered,70.0,17.7486,-97.4409,4.282277777777779,57.0,49.76,Low Proficiency
Ixil (Mexico),Mexico,MEX,Critically endangered,64.0,19.508,-89.3188,4.282277777777779,57.0,49.76,Low Proficiency
Olultecan,Mexico,MEX,Severely endangered,60.0,17.9277,-94.8969,4.282277777777779,57.0,49.76,Low Proficiency
Kiliwa,Mexico,MEX,Critically endangered,56.0,31.25,-115.6166,4.282277777777779,57.0,49.76,Low Proficiency
Zapotec of Asunción Tlacolulita,Mexico,MEX,Critically endangered,53.0,16.3,-95.7166,4.282277777777779,57.0,49.76,Low Proficiency
Zapotec of San Felipe Tejalapan,Mexico,MEX,Critically endangered,50.0,17.1099,-96.8539,4.282277777777779,57.0,49.76,Low Proficiency
Kaqchikel (Mexico),Mexico,MEX,Critically endangered,35.0,19.4044,-90.0604,4.282277777777779,57.0,49.76,Low Proficiency
Malinaltepec Tlapanec,Mexico,MEX,Vulnerable,29.0,17.2451,-98.6717,4.282277777777779,57.0,49.76,Low Proficiency
Southwestern Tlapanec,Mexico,MEX,Vulnerable,23.0,16.9629,-99.0953,4.282277777777779,57.0,49.76,Low Proficiency
Ixcatec,Mexico,MEX,Critically endangered,21.0,17.8493,-97.181,4.282277777777779,57.0,49.76,Low Proficiency
Mixtec of Tlaltempan,Mexico,MEX,Definitely endangered,19.0,18.6166,-98.0833,4.282277777777779,57.0,49.76,Low Proficiency
Zapotec of Mixtepe,Mexico,MEX,Critically endangered,14.0,16.2666,-96.3666,4.282277777777779,57.0,49.76,Low Proficiency
Ayapanec,Mexico,MEX,Critically endangered,8.0,18.2241,-93.1108,4.282277777777779,57.0,49.76,Low Proficiency
Tuzantec,Mexico,MEX,Critically endangered,5.0,15.1455,-92.4232,4.282277777777779,57.0,49.76,Low Proficiency
Awakatek (Mexico),Mexico,MEX,Critically endangered,3.0,19.3481,-90.7177,4.282277777777779,57.0,49.76,Low Proficiency
Chichimec,Mexico,MEX,Vulnerable,,21.2941,-100.5233,4.282277777777779,57.0,49.76,Low Proficiency
Northwestern Otomí,Mexico,MEX,Vulnerable,,21.0996,-100.1584,4.282277777777779,57.0,49.76,Low Proficiency
Lalo,China,CHN,Vulnerable,400000.0,25.383000000000003,99.9426,3.1311666666666667,47.0,51.94,Low Proficiency
Santa,China,CHN,Vulnerable,360000.0,35.5411,102.7935,3.1311666666666667,47.0,51.94,Low Proficiency
Waxiang,China,CHN,Vulnerable,300000.0,28.5652,110.3576,3.1311666666666667,47.0,51.94,Low Proficiency
Oyrat,"China, Kyrgyzstan, Mongolia",CHN,Definitely endangered,280000.0,46.195,88.7255,3.1311666666666667,47.0,51.94,Low Proficiency
Phula (China),China,CHN,Vulnerable,250000.0,22.6001,104.0004,3.1311666666666667,47.0,51.94,Low Proficiency
Tuvan,"China, Mongolia, Russian Federation",CHN,Vulnerable,242754.0,51.7134,94.3945,3.1311666666666667,47.0,51.94,Low Proficiency
Adi,"China, India",CHN,Vulnerable,170000.0,28.3527,95.2294,3.1311666666666667,47.0,51.94,Low Proficiency
Sherpa,"China, India, Nepal",CHN,Vulnerable,143693.0,27.739,86.839,3.1311666666666667,47.0,51.94,Low Proficiency
Ladakhi,"China, India",CHN,Vulnerable,105000.0,34.0617,77.5909,3.1311666666666667,47.0,51.94,Low Proficiency
Salar,China,CHN,Vulnerable,104503.0,36.2752,102.4584,3.1311666666666667,47.0,51.94,Low Proficiency
Dagur (Nonni),China,CHN,Definitely endangered,100000.0,47.9163,124.1235,3.1311666666666667,47.0,51.94,Low Proficiency
Ordos,China,CHN,Definitely endangered,100000.0,39.1641,108.1054,3.1311666666666667,47.0,51.94,Low Proficiency
Wakhi,"China, Pakistan, Tajikistan, Afghanistan",CHN,Definitely endangered,75000.0,37.1603,74.9047,3.1311666666666667,47.0,51.94,Low Proficiency
Northern Tujia,China,CHN,Severely endangered,60000.0,28.828000000000003,109.5904,3.1311666666666667,47.0,51.94,Low Proficiency
Buryat (Manchuria),"China, Mongolia",CHN,Definitely endangered,50000.0,49.8096,119.7509,3.1311666666666667,47.0,51.94,Low Proficiency
Huzhu Monguor,China,CHN,Severely endangered,50000.0,36.7608,102.4255,3.1311666666666667,47.0,51.94,Low Proficiency
Cosung (China),China,CHN,Definitely endangered,47000.0,22.6833,102.6666,3.1311666666666667,47.0,51.94,Low Proficiency
Baheng (China),China,CHN,Vulnerable,45000.0,26.19,110.24,3.1311666666666667,47.0,51.94,Low Proficiency
Muji,China,CHN,Definitely endangered,36500.0,23.6,102.7333,3.1311666666666667,47.0,51.94,Low Proficiency
Amis,China,CHN,Vulnerable,30000.0,23.4456,121.4483,3.1311666666666667,47.0,51.94,Low Proficiency
Maonan,China,CHN,Vulnerable,30000.0,24.8341,107.57700000000001,3.1311666666666667,47.0,51.94,Low Proficiency
Mulam,China,CHN,Vulnerable,30000.0,24.6341,108.2895,3.1311666666666667,47.0,51.94,Low Proficiency
Wuse,China,CHN,Vulnerable,30000.0,24.878,109.1053,3.1311666666666667,47.0,51.94,Low Proficiency
Sibe,China,CHN,Severely endangered,27000.0,43.6599,81.3427,3.1311666666666667,47.0,51.94,Low Proficiency
Minhe Monguor,China,CHN,Definitely endangered,25000.0,36.4919,102.6452,3.1311666666666667,47.0,51.94,Low Proficiency
Jone,China,CHN,Definitely endangered,24000.0,34.5947,103.5653,3.1311666666666667,47.0,51.94,Low Proficiency
Sarikoli,China,CHN,Definitely endangered,22000.0,37.9463,75.1272,3.1311666666666667,47.0,51.94,Low Proficiency
Aluo,China,CHN,Definitely endangered,20000.0,25.9368,102.1839,3.1311666666666667,47.0,51.94,Low Proficiency
Tangwang,China,CHN,Definitely endangered,20000.0,35.7643,102.8979,3.1311666666666667,47.0,51.94,Low Proficiency
Bonan,China,CHN,Definitely endangered,15000.0,36.089,102.84299999999999,3.1311666666666667,47.0,51.94,Low Proficiency
Ersu,China,CHN,Definitely endangered,15000.0,28.7778,102.1277,3.1311666666666667,47.0,51.94,Low Proficiency
Hlersu,China,CHN,Vulnerable,15000.0,24.3789,102.046,3.1311666666666667,47.0,51.94,Low Proficiency
Laemae,China,CHN,Severely endangered,15000.0,26.4179,98.7758,3.1311666666666667,47.0,51.94,Low Proficiency
Naluo,China,CHN,Vulnerable,15000.0,26.5895,100.8506,3.1311666666666667,47.0,51.94,Low Proficiency
Paiwan,China,CHN,Vulnerable,15000.0,22.4313,120.7809,3.1311666666666667,47.0,51.94,Low Proficiency
Rao,China,CHN,Definitely endangered,15000.0,25.871,107.0476,3.1311666666666667,47.0,51.94,Low Proficiency
Jinuo,China,CHN,Definitely endangered,12000.0,21.4758,101.3111,3.1311666666666667,47.0,51.94,Low Proficiency
Muya,China,CHN,Vulnerable,12000.0,30.2593,101.7497,3.1311666666666667,47.0,51.94,Low Proficiency
Samei,China,CHN,Severely endangered,12000.0,25.0756,103.0133,3.1311666666666667,47.0,51.94,Low Proficiency
Idu,"China, India",CHN,Definitely endangered,11101.0,28.6496,95.8419,3.1311666666666667,47.0,51.94,Low Proficiency
Baima,China,CHN,Vulnerable,10000.0,33.1531,103.8696,3.1311666666666667,47.0,51.94,Low Proficiency
Bunun,China,CHN,Vulnerable,10000.0,23.3624,121.1077,3.1311666666666667,47.0,51.94,Low Proficiency
Miqie,China,CHN,Definitely endangered,10000.0,26.9053,100.8506,3.1311666666666667,47.0,51.94,Low Proficiency
Solon,China,CHN,Definitely endangered,10000.0,48.166000000000004,119.4873,3.1311666666666667,47.0,51.94,Low Proficiency
Southern Tujia,China,CHN,Severely endangered,10000.0,28.258000000000003,109.9398,3.1311666666666667,47.0,51.94,Low Proficiency
Talu,China,CHN,Vulnerable,10000.0,26.5623,102.8506,3.1311666666666667,47.0,51.94,Low Proficiency
Tayal,China,CHN,Vulnerable,10000.0,24.5458,121.3591,3.1311666666666667,47.0,51.94,Low Proficiency
Taruang,"China, India, Myanmar",CHN,Vulnerable,9332.0,28.12,95.88,3.1311666666666667,47.0,51.94,Low Proficiency
Motuo Menba,"China, India",CHN,Definitely endangered,9000.0,28.664,94.0347,3.1311666666666667,47.0,51.94,Low Proficiency
Lajia,China,CHN,Definitely endangered,8000.0,23.7439,110.0526,3.1311666666666667,47.0,51.94,Low Proficiency
Sanyi,China,CHN,Severely endangered,8000.0,24.9262,102.5134,3.1311666666666667,47.0,51.94,Low Proficiency
Wunai Bunu,China,CHN,Definitely endangered,8000.0,24.4146,107.8378,3.1311666666666667,47.0,51.94,Low Proficiency
Choyi,China,CHN,Definitely endangered,7000.0,30.8519,99.6659,3.1311666666666667,47.0,51.94,Low Proficiency
Guichong,China,CHN,Vulnerable,7000.0,30.8148,101.7021,3.1311666666666667,47.0,51.94,Low Proficiency
Zhaba,China,CHN,Vulnerable,7000.0,31.4,100.4734,3.1311666666666667,47.0,51.94,Low Proficiency
Miju,"China, India",CHN,Vulnerable,6700.0,28.1155,96.2896,3.1311666666666667,47.0,51.94,Low Proficiency
Chesu,China,CHN,Definitely endangered,6600.0,24.4211,102.0459,3.1311666666666667,47.0,51.94,Low Proficiency
Sulung,"China, India",CHN,Definitely endangered,6000.0,27.839000000000002,92.8784,3.1311666666666667,47.0,51.94,Low Proficiency
Anung (China),China,CHN,Critically endangered,5000.0,26.7368,98.7766,3.1311666666666667,47.0,51.94,Low Proficiency
Bokar,"China, India",CHN,Vulnerable,5000.0,28.8735,94.3807,3.1311666666666667,47.0,51.94,Low Proficiency
Dagur (Hailar),China,CHN,Definitely endangered,5000.0,48.6111,119.7949,3.1311666666666667,47.0,51.94,Low Proficiency
Kathu,China,CHN,Definitely endangered,5000.0,24.136,105.249,3.1311666666666667,47.0,51.94,Low Proficiency
Mak,China,CHN,Definitely endangered,5000.0,25.5532,107.3809,3.1311666666666667,47.0,51.94,Low Proficiency
Mo'ang (China),China,CHN,Definitely endangered,5000.0,23.8421,103.9116,3.1311666666666667,47.0,51.94,Low Proficiency
Namuyi,China,CHN,Vulnerable,5000.0,28.0727,101.9565,3.1311666666666667,47.0,51.94,Low Proficiency
Taroko,China,CHN,Vulnerable,4750.0,24.0916,121.5218,3.1311666666666667,47.0,51.94,Low Proficiency
Saryg Yugur,China,CHN,Severely endangered,4600.0,39.2747,98.8439,3.1311666666666667,47.0,51.94,Low Proficiency
Evenki (Manchuria),China,CHN,Severely endangered,4000.0,50.34,123.43,3.1311666666666667,47.0,51.94,Low Proficiency
Gazhuo,China,CHN,Definitely endangered,4000.0,24.0959,102.5463,3.1311666666666667,47.0,51.94,Low Proficiency
Shingsaba,"China, Nepal",CHN,Vulnerable,4000.0,27.7163,87.4731,3.1311666666666667,47.0,51.94,Low Proficiency
Sinkiang Dagur,China,CHN,Definitely endangered,4000.0,46.7737,83.0017,3.1311666666666667,47.0,51.94,Low Proficiency
Younuo Bunu,China,CHN,Definitely endangered,4000.0,25.1463,106.5405,3.1311666666666667,47.0,51.94,Low Proficiency
Utsat,China,CHN,Definitely endangered,3700.0,18.2727,109.3871,3.1311666666666667,47.0,51.94,Low Proficiency
Lai,China,CHN,Definitely endangered,3000.0,24.4871,105.21600000000001,3.1311666666666667,47.0,51.94,Low Proficiency
Nanay,"China, Russian Federation",CHN,Severely endangered,3000.0,49.3537,136.5243,3.1311666666666667,47.0,51.94,Low Proficiency
Shira Yugur,China,CHN,Severely endangered,3000.0,39.1002,99.2065,3.1311666666666667,47.0,51.94,Low Proficiency
U,China,CHN,Definitely endangered,3000.0,23.4844,99.8404,3.1311666666666667,47.0,51.94,Low Proficiency
Pakan,China,CHN,Definitely endangered,2700.0,23.7447,105.2235,3.1311666666666667,47.0,51.94,Low Proficiency
Yami,China,CHN,Vulnerable,2700.0,22.0512,121.5403,3.1311666666666667,47.0,51.94,Low Proficiency
Laomian (China),China,CHN,Definitely endangered,2500.0,23.7645,100.0195,3.1311666666666667,47.0,51.94,Low Proficiency
Mang (China),China,CHN,Definitely endangered,2300.0,22.8293,103.1039,3.1311666666666667,47.0,51.94,Low Proficiency
Zaozou,China,CHN,Vulnerable,2100.0,26.1554,99.2944,3.1311666666666667,47.0,51.94,Low Proficiency
Bori,"China, India",CHN,Definitely endangered,2000.0,28.9889,94.4439,3.1311666666666667,47.0,51.94,Low Proficiency
Khamnigan Mongol,"China, Mongolia, Russian Federation",CHN,Definitely endangered,2000.0,50.3454,114.1094,3.1311666666666667,47.0,51.94,Low Proficiency
Muda,China,CHN,Vulnerable,2000.0,21.8421,100.6851,3.1311666666666667,47.0,51.94,Low Proficiency
Rukai,China,CHN,Vulnerable,2000.0,22.791999999999998,120.8104,3.1311666666666667,47.0,51.94,Low Proficiency
Sangkong,China,CHN,Vulnerable,2000.0,21.5158,100.6957,3.1311666666666667,47.0,51.94,Low Proficiency
Tanglang,China,CHN,Vulnerable,2000.0,26.0863,99.7119,3.1311666666666667,47.0,51.94,Low Proficiency
Tinan,"China, India",CHN,Definitely endangered,2000.0,32.519,77.6733,3.1311666666666667,47.0,51.94,Low Proficiency
Wutun,China,CHN,Definitely endangered,2000.0,35.791,102.4365,3.1311666666666667,47.0,51.94,Low Proficiency
Shixing,China,CHN,Definitely endangered,1800.0,28.5263,100.4734,3.1311666666666667,47.0,51.94,Low Proficiency
Khamba,"China, India",CHN,Definitely endangered,1500.0,29.0105,94.7653,3.1311666666666667,47.0,51.94,Low Proficiency
Numao Bunu,China,CHN,Definitely endangered,1500.0,24.3902,107.2701,3.1311666666666667,47.0,51.94,Low Proficiency
Pyuma,China,CHN,Vulnerable,1500.0,22.8027,121.0748,3.1311666666666667,47.0,51.94,Low Proficiency
Saaroa,China,CHN,Critically endangered,1500.0,23.1283,120.7062,3.1311666666666667,47.0,51.94,Low Proficiency
Buyang,China,CHN,Severely endangered,1200.0,23.4146,105.7632,3.1311666666666667,47.0,51.94,Low Proficiency
Tsou,China,CHN,Vulnerable,1200.0,23.5174,120.8564,3.1311666666666667,47.0,51.94,Low Proficiency
White Gelao (China),China,CHN,Severely endangered,1200.0,26.4894,105.021,3.1311666666666667,47.0,51.94,Low Proficiency
Bola,China,CHN,Definitely endangered,1000.0,25.0638,98.2414,3.1311666666666667,47.0,51.94,Low Proficiency
Hu,China,CHN,Definitely endangered,1000.0,22.1743,100.9264,3.1311666666666667,47.0,51.94,Low Proficiency
Jiongnai Bunu,China,CHN,Definitely endangered,1000.0,23.3902,108.5135,3.1311666666666667,47.0,51.94,Low Proficiency
Manchurian Ölöt,China,CHN,Severely endangered,1000.0,48.1953,124.2993,3.1311666666666667,47.0,51.94,Low Proficiency
She,China,CHN,Critically endangered,1000.0,23.3333,115.2459,3.1311666666666667,47.0,51.94,Low Proficiency
Zaiwa,"China, India",CHN,Definitely endangered,1000.0,28.4735,96.4764,3.1311666666666667,47.0,51.94,Low Proficiency
Mok (China),China,CHN,Definitely endangered,700.0,21.5158,100.221,3.1311666666666667,47.0,51.94,Low Proficiency
Khmin,China,CHN,Vulnerable,500.0,22.0469,100.8065,3.1311666666666667,47.0,51.94,Low Proficiency
Samatu,China,CHN,Critically endangered,500.0,24.2105,98.9655,3.1311666666666667,47.0,51.94,Low Proficiency
Dagur (Amur),China,CHN,Critically endangered,400.0,49.5252,127.5402,3.1311666666666667,47.0,51.94,Low Proficiency
Pupeo,China,CHN,Definitely endangered,400.0,23.1666,105.1,3.1311666666666667,47.0,51.94,Low Proficiency
Red Gelao (China),China,CHN,Critically endangered,400.0,26.2553,105.8571,3.1311666666666667,47.0,51.94,Low Proficiency
Yerong,China,CHN,Severely endangered,380.0,23.0732,106.0789,3.1311666666666667,47.0,51.94,Low Proficiency
Mra,"China, India",CHN,Critically endangered,350.0,28.3914,93.3837,3.1311666666666667,47.0,51.94,Low Proficiency
Na,"China, India",CHN,Critically endangered,350.0,28.4638,93.3041,3.1311666666666667,47.0,51.94,Low Proficiency
Green Gelao (China),China,CHN,Critically endangered,300.0,27.7022,106.0952,3.1311666666666667,47.0,51.94,Low Proficiency
Kangjia,China,CHN,Severely endangered,300.0,36.0757,102.2991,3.1311666666666667,47.0,51.94,Low Proficiency
Laji,China,CHN,Critically endangered,250.0,22.5304,105.885,3.1311666666666667,47.0,51.94,Low Proficiency
Saisiyat,China,CHN,Severely endangered,200.0,24.5977,121.0762,3.1311666666666667,47.0,51.94,Low Proficiency
Ili Turk,China,CHN,Severely endangered,120.0,44.0244,81.145,3.1311666666666667,47.0,51.94,Low Proficiency
Lamu,China,CHN,Critically endangered,120.0,26.2434,100.8654,3.1311666666666667,47.0,51.94,Low Proficiency
Mulao,China,CHN,Severely endangered,100.0,26.5851,107.9524,3.1311666666666667,47.0,51.94,Low Proficiency
Samatao,China,CHN,Critically endangered,100.0,24.9359,102.7935,3.1311666666666667,47.0,51.94,Low Proficiency
Patua,China,CHN,Critically endangered,50.0,22.1632,113.5464,3.1311666666666667,47.0,51.94,Low Proficiency
Chintaw,China,CHN,Critically endangered,30.0,24.9263,98.2414,3.1311666666666667,47.0,51.94,Low Proficiency
Kavalan,China,CHN,Critically endangered,24.0,24.7393,121.6996,3.1311666666666667,47.0,51.94,Low Proficiency
Kanakanabu,China,CHN,Critically endangered,20.0,23.1463,120.6782,3.1311666666666667,47.0,51.94,Low Proficiency
Kilen,"China, Russian Federation",CHN,Critically endangered,20.0,47.4689,133.8574,3.1311666666666667,47.0,51.94,Low Proficiency
Nataoran,China,CHN,Critically endangered,20.0,24.0088,121.5898,3.1311666666666667,47.0,51.94,Low Proficiency
Ayizi,China,CHN,Critically endangered,10.0,24.5964,103.7329,3.1311666666666667,47.0,51.94,Low Proficiency
Manchu (Amur),China,CHN,Critically endangered,10.0,49.7666,127.5,3.1311666666666667,47.0,51.94,Low Proficiency
Manchu (Nonni),China,CHN,Critically endangered,10.0,48.0083,124.3542,3.1311666666666667,47.0,51.94,Low Proficiency
Thao,China,CHN,Critically endangered,10.0,23.8808,120.9206,3.1311666666666667,47.0,51.94,Low Proficiency
Aqaw Gelao,China,CHN,Critically endangered,5.0,28.7447,106.0714,3.1311666666666667,47.0,51.94,Low Proficiency
Manchurian Kirghiz,China,CHN,Critically endangered,5.0,47.8,124.2,3.1311666666666667,47.0,51.94,Low Proficiency
Pazeh,China,CHN,Critically endangered,1.0,24.2469,120.7727,3.1311666666666667,47.0,51.94,Low Proficiency
Babuza,China,CHN,Extinct,0.0,24.01,120.62299999999999,3.1311666666666667,47.0,51.94,Low Proficiency
Basay,China,CHN,Extinct,0.0,25.1378,121.6543,3.1311666666666667,47.0,51.94,Low Proficiency
Hoanya,China,CHN,Extinct,0.0,23.5665,120.3826,3.1311666666666667,47.0,51.94,Low Proficiency
Ketangalan,China,CHN,Extinct,0.0,25.0433,121.4813,3.1311666666666667,47.0,51.94,Low Proficiency
Kulun,China,CHN,Extinct,0.0,24.9823,121.3591,3.1311666666666667,47.0,51.94,Low Proficiency
Kyakala,China,CHN,Extinct,0.0,45.3819,128.7597,3.1311666666666667,47.0,51.94,Low Proficiency
Ongkor Solon,China,CHN,Extinct,0.0,46.7774,83.0456,3.1311666666666667,47.0,51.94,Low Proficiency
Papora,China,CHN,Extinct,0.0,24.2006,120.6037,3.1311666666666667,47.0,51.94,Low Proficiency
Siraiya,China,CHN,Extinct,0.0,23.0013,120.3634,3.1311666666666667,47.0,51.94,Low Proficiency
Taokas,China,CHN,Extinct,0.0,24.4471,120.7232,3.1311666666666667,47.0,51.94,Low Proficiency
Amok,"China, Lao People's Democratic Republic, Myanmar, Thailand",CHN,Critically endangered,,21.361,100.6457,3.1311666666666667,47.0,51.94,Low Proficiency
Gangou,China,CHN,Severely endangered,,35.55,102.43,3.1311666666666667,47.0,51.94,Low Proficiency
Mapuche (Chile),Chile,CHL,Definitely endangered,400000.0,-38.5653,-73.081,2.974111111111111,46.0,52.01,Low Proficiency
Rapanui,Chile,CHL,Severely endangered,2500.0,-27.108,-109.3579,2.974111111111111,46.0,52.01,Low Proficiency
Huilliche,Chile,CHL,Critically endangered,2000.0,-40.4803,-73.5424,2.974111111111111,46.0,52.01,Low Proficiency
Qawasqar,Chile,CHL,Critically endangered,20.0,-49.6391,-74.3554,2.974111111111111,46.0,52.01,Low Proficiency
Yahgan,Chile,CHL,Critically endangered,1.0,-55.0028,-67.4615,2.974111111111111,46.0,52.01,Low Proficiency
West Frisian,Netherlands,NLD,Vulnerable,350000.0,53.1006,5.6579,1.9331481481481485,2.0,70.31,Very High Proficiency
Guajiro,"Colombia, Venezuela (Bolivarian Republic of)",COL,Vulnerable,318500.0,11.8673,-71.9824,3.910851851851852,60.0,48.9,Low Proficiency
Embera (Colombia),Colombia,COL,Vulnerable,95000.0,6.1624,-76.8383,3.910851851851852,60.0,48.9,Low Proficiency
Páez,Colombia,COL,Definitely endangered,80000.0,2.8237,-76.3117,3.910851851851852,60.0,48.9,Low Proficiency
Sikuani,"Colombia, Venezuela (Bolivarian Republic of)",COL,Vulnerable,34614.0,3.4256,-68.8183,3.910851851851852,60.0,48.9,Low Proficiency
Guambiano,Colombia,COL,Definitely endangered,23462.0,2.6138,-76.3906,3.910851851851852,60.0,48.9,Low Proficiency
Aruaco,Colombia,COL,Vulnerable,14799.0,10.0986,-73.5424,3.910851851851852,60.0,48.9,Low Proficiency
Waunana (Colombia),Colombia,COL,Vulnerable,11000.0,4.2806,-77.0581,3.910851851851852,60.0,48.9,Low Proficiency
"Huitoto (Colombia, Peru)","Colombia, Peru",COL,Definitely endangered,10000.0,-3.0308,-71.8066,3.910851851851852,60.0,48.9,Low Proficiency
"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",COL,Definitely endangered,10000.0,2.3723,-67.5659,3.910851851851852,60.0,48.9,Low Proficiency
